,text_tweet,username,syllables,periods,hyphens,commas,semicolons,exclamations,questions,quotes,dollars,percentages,ands,asterisks,pluses,equals,slashes,hashes,replies,retweets,links,smiles,bigsmiles,winks,bigwinks,unsures
780,#cherry blossom time! https://t.co/plSSne58pC,_AllisonMathews,8,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
781,What I wouldn't do to get a big hug and two hard kisses on both cheeks from this woman right now.… https://t.co/YxFDSATxJq,_AllisonMathews,26,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
782,Australia may join China-led bank http://t.co/hcqrUyR6w8,_AllisonMathews,11,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
783,Feeling very loved and supported. Completed another presentation today with Duke's Global Initiative… https://t.co/m9htv9fG10,_AllisonMathews,33,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
784,Since when have political actors taken something on bc they know they'll win? We've never done that. We take it on bc it's wrong #reparation,_AllisonMathews,39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
785,My moderate brain says,_AllisonMathews,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,My Q: If we've moved through politics/law to create racial equality &amp  yet still have worse outcomes now,_AllisonMathews,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
787,@SandyDarity et al. (Duke) propose policy to reestablish wealth among Blacks &amp  Latinos through #BabyBonds #reparation http://t.co/jcX0Z7l1KP,_AllisonMathews,36,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0
788,Use public policy and legal standards to create tangible changes in racial inequity,_AllisonMathews,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Still,_AllisonMathews,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Important to tell narratives of Black dispossession and racist treatment. Change the narrative ab US history #reparation,_AllisonMathews,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
791,Chicago,_AllisonMathews,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,"Important to move beyond symbolic gestures that ""challenge"" racism",_AllisonMathews,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,White identity formulated thru wealth building,_AllisonMathews,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Currently at round table discussion an reparations for Blacks at Duke moderated by @tanehisicoates http://t.co/sk1FaDT0NS,_AllisonMathews,33,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
795,“@meredithclark: And that we don't create it! #iaarchat” we are a colorful and creative people,_AllisonMathews,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
796,“@meredithclark: @iaarunc That the phenomenon has an identifiable process (my diss is in ProQuest). #iaarchat” Here: http://t.co/EzLcqHGnbO,_AllisonMathews,34,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0
797,You ready Soror,_AllisonMathews,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Hey folks,_AllisonMathews,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Happy birthday to the beautiful Sherilynn Black! The food was awesome,_AllisonMathews,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,#fbf happy Friday y'all https://t.co/hhSsgnzIuS,_AllisonMathews,8,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
801,How Much (Or Little) The Middle Class Makes,_AllisonMathews,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,@_illadelph @starbucks it would be a more fruitful discussion &amp  not put employees and customers on the spot,_AllisonMathews,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
803,“@_illadelph: @Starrr_Dreamer what are your thoughts on this?” I think @starbucks should invest in engaging race scholars in convos instead,_AllisonMathews,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
804,Former Students of For-Profit College Launch First Student Debt Strike in U.S. History   Jobs With Justice http://t.co/ir5N3qNZH9,_AllisonMathews,30,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
805,Starbucks baristas free to talk about race with customers - Fortune http://t.co/19TCfJlsdQ,_AllisonMathews,20,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
806,#tar #heels woohoo!! Thanks @monicanye for the invite!! https://t.co/xxWzIQCySH,_AllisonMathews,17,1,0,0,0,4,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0
807,My people had WORDS for me today!! I keep amazing and soulful people in my circle. #bffs 🙌🙏☝️… https://t.co/wk5iOR7jyC,_AllisonMathews,26,2,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
808,I'm excited to be presenting at the @AOCC2015 this coming weekend!,_AllisonMathews,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
809,Celebrating turning 2 in Delta 😘 #dst #centennial1713 #centennialbaby http://t.co/T5zVUNUbeq,_AllisonMathews,21,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0
810,#tbt the best parents ever ❤️ http://t.co/RFNZK7FFk7,_AllisonMathews,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
811,"The sun came out for 2 minutes. ""And God said",_AllisonMathews,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,“@PPeriod: @Starrr_Dreamer so your presentation still on or nah? #Snowmageddon2015 @GIRIatDuke @theuppitynegro” nah…'tis postponed 4 March,_AllisonMathews,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
813,Due to inclement weather,_AllisonMathews,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,That moment when you have a nightmare ab your advisor's feedback bc she asked for a draft b4 you were done editing it... #eek #phd15,_AllisonMathews,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
815,Freezing rain doesn't taste as good as snowflakes but still fun! http://t.co/HIroA761bI,_AllisonMathews,19,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
816,@theuppitynegro you can always stream it! http://t.co/nSIzDKUrhB,_AllisonMathews,14,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
817,@theuppitynegro LOL I KNOW. It's a horrible day tomorrow but I still have to promote this thing in case the weather doesn't cancel it,_AllisonMathews,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
818,@TheBlackVoice Thanks for the RT!,_AllisonMathews,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
819,If you're on Duke's campus tomorrow (or not),_AllisonMathews,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,A Love Letter to The Black Church - Urban Cusp http://t.co/YLgWyFrXbh via @UrbanCusp,_AllisonMathews,19,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
821,@Nxnes' new EP KIM now on #SoundCloud &amp  #Bandcamp https://t.co/mz4mc90ai4 http://t.co/PPRso8SSSd #NewMusicMonday @MsJennyb123 @gelle6 #dope,_AllisonMathews,25,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,2,0,0,0,0,0
822,"Looks like this might be a good film! http://t.co/7FFQnpd83R ""A film from Source Prod ab Love",_AllisonMathews,18,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
823,Watch Tuesday Tea w/ ME on @livestream on 2/17 3:30-5pm discussing #stigma #black #gay #men #church and #coping: http://t.co/sIRpp3IhF1,_AllisonMathews,25,1,1,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,1,0,0,0,0,0
824,Come through this coming Tuesday! I will be extending the conversation to discuss how we can apply… http://t.co/uAkSHWlBvo,_AllisonMathews,30,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
825,With tears I send up prayers for the 3 students shot in #ChapelHillShooting #MuslimLivesMatter http://t.co/2qxnJ3jhcS,_AllisonMathews,24,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
826,@iaarunc Are you ready 4 the inaugural #iaarchat of 2015 w/ @DianeBFrancis? Next up,_AllisonMathews,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
827,@nyashajunior the fact that you just wrote my dissertation in this article is everything. Thank you! http://t.co/fZw3uXVG6v via @sharethis,_AllisonMathews,34,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0
828,The Only Baby Book You’ll Ever Need - http://t.co/0wCDFMYZYd http://t.co/o5UBWwIsD1,_AllisonMathews,17,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0
829,“@MsJennyb123: In Durham for my bestie @starrr_dreamer 30th birthday 🎂 She's so beautiful,_AllisonMathews,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
830,“@veronicagarnett: .@Starrr_Dreamer Happy Birthday! 🎉💃🎂” thank you!,_AllisonMathews,15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
831,I have found that if you love life,_AllisonMathews,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,30. http://t.co/pJOcXVZC1r,_AllisonMathews,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
833,Black Cubans Discuss Restoration of US Ties &amp How Their Experiences W Race Compare With the AA Experience http://t.co/sn6NnXsiru,_AllisonMathews,34,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
834,There's a Housing Crisis in America -- Black women evicted at rates on par with Black male incarceration http://t.co/wQzMAIbht8 via @YouTube,_AllisonMathews,37,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
835,whew this was fun y'all! Ok back under my rock until I graduate… #phd15,_AllisonMathews,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
836,each state is different though…that was the link to Idaho…,_AllisonMathews,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,#POTUS policy on criminal justice: divert funds to drug rehab,_AllisonMathews,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
838,"""I want every person to know that your life matters…"" #colorblind #rhetoric",_AllisonMathews,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
839,@triciamatthew he didn't go there,_AllisonMathews,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
840,For federal employees,_AllisonMathews,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,"I checked it out. The policy on ""paid maternity leave"" is actually policy on 7 days  fed protected paid sick leave http://t.co/OWWsgKMIEe",_AllisonMathews,37,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
842,What's the proposed policy for paid maternity leave though?? He just mentioned the $3000 tax credit. Just wondering…,_AllisonMathews,30,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Average childcare costs for day care: #11,_AllisonMathews,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844,“@BBrianFoster: He going in',_AllisonMathews,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
845,Me and my twin on New Year's Eve!! Love him more than words http://t.co/jZBSZsbYq1,_AllisonMathews,18,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
846,Y'all ain't ready #catfishconnection #kiest #oakcliff #dallastx @ Catfish Connection http://t.co/RYCk7qnsdz,_AllisonMathews,22,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,0,0,0,0,0
847,Enjoying a drink in bourgie Dallas lol... Gotta love it and our connection! @ The Standard Pour http://t.co/1rodiTePS7,_AllisonMathews,28,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
848,I love me some @stef2deff!!! Great to catch up for lunch today ❤️ UA sisters for life 😘 http://t.co/TIPSb4LA3i,_AllisonMathews,26,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
849,Officially a #panthers fan!! http://t.co/maLcGLJP23,_AllisonMathews,10,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
850,That really weird time we posed with the Jenga blocks and my eyes disappeared from the photo lol.… http://t.co/h7QwLbZEUY,_AllisonMathews,28,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
851,#cheese!! #cousins #familyreunion #roberts #happyholidays http://t.co/7KPvgMA7GR,_AllisonMathews,18,1,0,0,0,2,0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0
852,Choir practice before choir practice (no,_AllisonMathews,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,“@meredithclark: @Starrr_Dreamer losing it over 8-Ball and MJG. It's 6 a.m.,_AllisonMathews,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
854,Happy birthday @dexstar84!!! So glad to catch up with la_redactrice pianoplaya14 @sheilat414 at Saint… http://t.co/ckwHV4zAkU,_AllisonMathews,27,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0
855,The Speech That Could Make Elizabeth Warren the Next President of the United States http://t.co/A7UqMxgNUw via @HuffPostPol,_AllisonMathews,32,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
856,Happy Holidays!! #love 👫 http://t.co/nldQRwvl26,_AllisonMathews,8,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
857,Sistah docs celebrating Tamara defending her dissertation proposal!! #celebrateeverything #becausewecan http://t.co/UzP04AVc89,_AllisonMathews,36,1,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
858,Black poverty is state violence,_AllisonMathews,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,#BlackLivesMatter protest at the exit of Southpoint Mall. Couldn't get a good shot 👊👍 http://t.co/2CDG6qvZKN,_AllisonMathews,21,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
860,@msjennyb123 you know…job market and all,_AllisonMathews,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
861,“@MsJennyb123: @Starrr_Dreamer you're back! Lol,_AllisonMathews,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
862,“@MsJennyb123: I devote too much time to making lists” only if you never cross anything off them…,_AllisonMathews,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863,Check the transcript here: 20 Year Anniversary Roundtable on Robin D. G. Kelley,_AllisonMathews,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,@timothy_sokphat also,_AllisonMathews,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
865,@timothy_sokphat what % of white shootings by police resulted in death,_AllisonMathews,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
866,@timothy_sokphat interesting that they posted this,_AllisonMathews,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
867,“@BBrianFoster: @Starrr_Dreamer congrats on another semester in the books!” Thank you! I doubted my ability to do it,_AllisonMathews,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
868,"Favorite quotes: ""You crack me up!"" ""You're the best professor I've ever had!"" ""Your outfits are on point"" #popprobs121 THANK YOU. LOVE YOU.",_AllisonMathews,36,2,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
869,8) Provide more detailed notes in PowerPoint presentations (I think this is students' job,_AllisonMathews,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,7) Guest lectures weren't that helpful this semester. (OK,_AllisonMathews,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,5) Keep doing MDG projects &amp  policy fact sheets  6) Keep doing in-class assignments &amp  current events #popprobs121,_AllisonMathews,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
872,3) Textbook was useless &amp  expensive (agreed)  4) Assign focus questions for readings (great suggestion) #popprobs121,_AllisonMathews,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
873,Take aways from course based on student evals: 1) I'm very opinionated &amp  liberal (duh!) 2) I need to give better instructions #popprobs121,_AllisonMathews,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,Another semester done! Enjoyed teaching this new material. I learned so much. #popprobs121,_AllisonMathews,24,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
875,Two random facts about me: I used to work at @PSIimpact &amp  I went to the same high school as @melindagates @ursulinedallas ☺️ #popprobs121,_AllisonMathews,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
876,.@MelindaGates Recommends 5 Worthy Charities That Benefit Women And Girls http://t.co/539PRdMDfW via @carolynkylstra #popprobs121,_AllisonMathews,30,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0
877,“@meredithclark: 30 minutes at a time,_AllisonMathews,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
878,"""Why did authorities let Ferguson burn",_AllisonMathews,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Researchers See New Avenue for HIV Cure: Endogenization #WorldAIDSDay #popprobs121 …the end is closer than we think!,_AllisonMathews,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
880,Today is World AIDS Day! My students just did an excellent presentation on the progress we've made toward @UN MDG 6. #progress #popprobs121,_AllisonMathews,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
881,Stand up and Be Counted: Why social science should stop using the qualitative/quantitative di… http://t.co/C6SS2yCPUl via @wordpressdotcom,_AllisonMathews,35,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0
882,Re-do!! Mathews Family Selfie http://t.co/C4XdALA5c7,_AllisonMathews,12,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
883,Sometimes you just gotta stop and do an usie in the mall with your family #happyholidays http://t.co/Dir09pk0Vz,_AllisonMathews,29,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
884,@creolemystique LOL yes ma'am. thought it was hilarious,_AllisonMathews,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
885,Here's Waka Flocka Flame's Surreal Pine Bros Cough Drops Commercial &lt --just gonna drop this on my TL... #flu season http://t.co/aFS7kasz82,_AllisonMathews,31,4,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
886,“@melindagates: Since 1990,_AllisonMathews,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
887,Thx 2 a student 4 bring this to my attention: UN to create Sustainable Development Goals building upon MDGs post 2015 http://t.co/OEMtat7FmA,_AllisonMathews,32,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
888,http://t.co/WEcZnpcKSe Sugar Baby work offsets college costs for UNC students 👀 #popprobs121,_AllisonMathews,20,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
889,@meredithclark 30 minutes a day!!!,_AllisonMathews,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
890,“@voguemagazine: Why Gone With the Wind still resonates with us today: http://t.co/zAfE46vWF0” nah…,_AllisonMathews,25,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
891,"They have ""A Different World"" on Hulu!! #grading final presentations",_AllisonMathews,19,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
892,#popprobs121 Not sure I tell you all enough just how proud I am of you! I brag about y'all all the time. Professors are actually jealous  -),_AllisonMathews,38,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
893,MT “@TarheelRose12: In response to (a) controversial comment (in class): http://t.co/HisBp6qi3I #popprobs121”,_AllisonMathews,24,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
894,The Case for Black With a Capital B http://t.co/pYgJgedxzd &lt --yes!!!,_AllisonMathews,14,1,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
895,The Racist Origins of Felon Disenfranchisement http://t.co/wOICkd37kX #popprobs121,_AllisonMathews,19,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
896,“@CapehartJ: READ ---&gt  Your complete guide to Obama’s immigration executive action on immigration  http://t.co/K3V4RMAA3k” #popprobs121,_AllisonMathews,34,1,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
897,"@DrNeblett: Post racial society? Tell that to Michael Brown. Eric Garner. Renisha McBride. Trayvon Martin. #iaarchat"" &lt —!!!! YES!!",_AllisonMathews,30,4,0,0,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
898,8 young activists 4m Chicago traveled to @UN to speak against police brutality http://t.co/s9oN6NZwId http://t.co/2OnwzaYTPe” #popprobs121,_AllisonMathews,32,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,2,0,0,0,0,0
899,*jumps in your TL* BRING BACK SNUGGIES!! *jumps out*,_AllisonMathews,9,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
900,“@nytimeshealth: Health Law Turns Obama and Insurers Into Allies http://t.co/Ocw91cgCPS” #popprobs121,_AllisonMathews,22,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
901,the problem with working out is that you then get hungrier than a horse,_AllisonMathews,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,I am listening to MJWJ Global Radio http://t.co/kWFrNZ7Tun,_AllisonMathews,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
903,My last UNC homecoming as a student!!! Celebrate good times,_AllisonMathews,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,Obama to Release New Memorandum That Protects Undocumented Immigrants Who Have Lived in US for Years - #popprobs121 http://t.co/tsT2jHcCMH,_AllisonMathews,35,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
905,Shut up! I'm the shiny object and my father will come! #helenoftroy #ScandalABC,_AllisonMathews,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
906,Can White Teachers Be Taught How to Teach Our Children? http://t.co/5aleIaSzeu #popprobs121,_AllisonMathews,19,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
907,@AgileAdeline equitable access 2 good edu,_AllisonMathews,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
908,US,_AllisonMathews,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,@AgileAdeline yes and no. There also has to be change in the law like the one you proposed. Better policing that doesn't target communities,_AllisonMathews,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910,@AgileAdeline honestly I think poverty played the biggest role. If she had enough $$ none of would have happened #popprobs121,_AllisonMathews,36,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
911,Before the day ends I want to say Happy Birthday to my Pawpaw! Also happy Veterans Day! He missed my… http://t.co/I5hOIL5sNn,_AllisonMathews,33,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
912,That moment when you're sitting with your girlfriend and neither of y'all know the artists on the top… http://t.co/sZI53e5jhp,_AllisonMathews,28,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
913,@MURAP_UNC seeking undergrad applicants 4 summer research prog. Info session @UNCStoneCenter 305,_AllisonMathews,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
914,If only there were some way to memorize all the information.,_AllisonMathews,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,#iaarchat @iaarunc @BBrianFoster Exactly. I was surprised at how LITTLE social scientists knew of Black theorists #fanon #duBois #hooks,_AllisonMathews,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
916,#iaarchat AA experience is persistently understudied,_AllisonMathews,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
917,#iaarchat When we talk about African American studies,_AllisonMathews,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
918,steventaylor_photo's video http://t.co/Cdebh1msBa @ArjumandAS #globalblackness,_AllisonMathews,19,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
919,"""This is my first selfie"" she said. Selfie initiation of Knight of Barbados",_AllisonMathews,20,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,I'm going to miss this place!! #UNC http://t.co/kBSo9CIs5x,_AllisonMathews,11,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
921,“@Slate: Even red states love a higher minimum wage: http://t.co/O5ks6ReCpm” #popprobs121,_AllisonMathews,22,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
922,“@TIME: Meet Saira Blair,_AllisonMathews,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
