# CSV-Datei erstellt auf csv-zusammenfuehren.de
# -----------------------------------------------------------

username,text_tweet
KenJennings,@BuckyIsotope @DanMentos 20 minutes and not even Hoppus? this is the Trump inauguration of Twitter roasts
KenJennings,"@PFTompkins @EricWilliams1 @ScottAukerman Nice try. In that universe, trademark law was also different."
KenJennings,"@kbright_ Twitter privilege: even my worst tweet ever gets 1,000 likes. :("
KenJennings,@ShinyDipshit no shit Nate Silver
KenJennings,"@TheTomasRios (scowling at Twitter jokes while a right-wing strongman type takes power) ""As I suspected…the 'smug liberals' are at it again"""
KenJennings,@ferdelmister oh I don't know about that. I'm just saying it's funny.
KenJennings,@ferdelmister Josh.........it's pretty funny
KenJennings,"When Trump starts a war, I'm just hoping the other side understands the deal and only bombs, like, the Midwest and the South."
KenJennings,"@sdgaluppo @jumpingcalves @CNTraveler small rock, Antarctica"
KenJennings,@Zupermantastic lol
KenJennings,"Cinnabon: ""This is harder but give us a minute, we'll think of something."" https://t.co/VlfWQfNqoL"
KenJennings,"@BRANDONWARDELL top 10 albums about Anne Frank and cum, all-time, go"
KenJennings,Time to get motivated for my workout! I'll just take a big swig of sports drink &amp  then read this inspirational quote https://t.co/ngFnNC3G1T
KenJennings,@DanMentos you're wrong if I materially change your tweet to make it wrong.....here's why (1/37)
KenJennings,Actual answer: six top 5 singles off a nine-track record. Might be the best batting average in chart history?
KenJennings,"I just Googled ""singles faith"" to settle a George Michael argument and these Christian dating sites are not helping."
KenJennings,It smells like updog in the car. (The dog threw up.)
KenJennings,@Global_Curator One time I did a 150-part tweetstorm about how Asterix comics are shit &amp  it paid off my house.
KenJennings,"@Global_Curator profession! an eccentric billionaire pays me $1,750 per tweet about how terrible the French are"
KenJennings,"@Jewellia112 @rekabwerdna creo firmamente que, con tiempo y práctica, podrás curar tu ignorancia de humor"
KenJennings,@Global_Curator I have but I hear it's not that good
KenJennings,@OhNoSheTwitnt well YOU don't have to break the news to my Comp Lit students.
KenJennings,"@Stickermonkey ""A little learning is a dangerous thing, you dumb-ass"" —Alexander Pope https://t.co/EKI7SqBOu8"
KenJennings,"I have been fired by Drexel University for my 2013 tweet ""When I hear white people try to roll their r's…I roll my i's!!"""
KenJennings,I forgot to pack the book I was reading but luckily found this on my parents' bookshelf. https://t.co/1isgVnAJSJ
KenJennings,@LouisPeitzman Everyone in America should read this.
KenJennings,Still clinging to this. https://t.co/QmJUeOIEoi
KenJennings,"@bmvaughn oops, you are absolutely right.  we'll fix..."
KenJennings,"MAPHEAD, Best Places to Fall Asleep Behind the Wheel edition. Where is the world's longest perfectly straight road? https://t.co/5Qn9bYu4UT"
KenJennings,Go to bed. The easy-listening stations won't switch back to Adele and Maroon 5 until everyone's asleep!
KenJennings,"@GlennF @r_wolfcastle Vince McMahon: ""Donald Trump is the kindest, bravest, most wonderful Wrestlemania guest we've ever had."""
KenJennings,@seantroversy heal the pain
KenJennings,*sadly turns off Google alert*
KenJennings,@Randazzoj only one more week if 2016 wants a Beatle
KenJennings,@zandywithaz jeeeez merry Christmas from your less shitty family of twitter randos :(
KenJennings,@shawnasativa @smashenhurst hours of fun!!!
KenJennings,"Sorry, everyone's Christmas was worse than Natasha's! https://t.co/wSB9sc6lAY"
KenJennings,Merry Christmas from the Romneys https://t.co/nOG9eLURuA
KenJennings,@jakefogelnest will Shelly be appearing?
KenJennings,"MOVIE TRIVIA: After George Bailey crashes into ""one of the oldest trees in Pottersville,"" the  town mall name changes to ""Lone Pine Mall."""
KenJennings,"You guys, ""Christmas Eve"" is trending"
KenJennings,"Hot take: the Bowie-Bing ""Drummer Boy"" is actually pretty good until the ridiculous ""Every child must be made aware!!"" bridge"
KenJennings,"""No! Man is a failure. Who has friends?"" —re-punctuated Clarence"
KenJennings,@DenisMoskowitz lol
KenJennings,@SaraJBenincasa This tweet is only like 20 words long and I had to Google two different things.
KenJennings,Fruitcakes are the dick pics of Christmas.
KenJennings,@stephenashcraft ARE YOU DR BUFFALO ???
KenJennings,When you just want to play Tecmo Bowl but Dr. Buffalo makes you try out his monkey memory tasks. https://t.co/24xM3r8O99
KenJennings,Make Actors Graphics Again https://t.co/kxlzkjzBYC
KenJennings,"The problem is...to me, this doesn't even look like Peter Cushing. https://t.co/wDgiqoLY0W"
KenJennings,"The best Christmas song is ""Happy Xmas"" by John Lennon because it specifically wishes holiday cheer to both the yellow AND the red ones"
KenJennings,@BillCorbett I'm a 'Bury-bro!
KenJennings,@douggillard I regret nothing
KenJennings,@andylevy hero
KenJennings,@solomongeorgio sittin' on the orc of the jew...wasting tiiiime *Otis Redding whistling*
KenJennings,@sillydingdong @mental_floss any time Ted
KenJennings,@sabrinamarie312 @mental_floss you did!!!
KenJennings,"@MissyColetti @mental_floss autocomplete on phones adds a space, confuses the form. sad trombone sound."
KenJennings,@ilabean https://t.co/goRHNdm2FA
KenJennings,KENNECTIONS! Who's the only musician ever to win 8 Grammys in one night? https://t.co/NmDEFdXq3I @mental_floss
KenJennings,@johnroderick that's only if you live in California or New York
KenJennings,"@DanCameron99 Thanks for the opportunity! Easy one, you &amp  all your beliefs are crackpot, pls change them asap."
KenJennings,"Wish for more wishes, duh https://t.co/JqO1KaUgbQ"
KenJennings,@MathotahCuksikl if you could do only one thing would you 1. cure cancer or 2. tweet dumb stuff to Ken Jennings
KenJennings,@kibblesmith he's here to kick ass and nate babies...and he's all out of ass
KenJennings,@kibblesmith I remember it as Vin Diesel?
KenJennings,Hmm I hope someone on r/atheism will have some thoughts here. https://t.co/qFSFQqN2kW
KenJennings,"Lucy adding a ""Christmas Queen"" to the Peanuts nativity play is some bullshit &amp  nobody ever calls her on it."
KenJennings,@travisboyd Glad you enjoyed it! Not many books are worth 141 or more thumbs up.
KenJennings,@jnbernstein @Jeopardy I was actually thinking this today.
KenJennings,I'm a bit of a connoisseur &amp  will only eat Asian food that is 100% authentic https://t.co/wJchceikgB
KenJennings,@DanMentos 👶🏼 on the inside
KenJennings,My doctor says my emoji use is keeping me young.
KenJennings,@nickciarelli I am picturing this conversation via ouija board.
KenJennings,@AlisonAgosti same
KenJennings,"Cindy qualified for a Tournament of Champions she wouldn't live to see. In 2016 ""bittersweet"" is the best we can do. https://t.co/hvujLuBZtt"
KenJennings,"The dig has reached a new layer of ""why do I own this?"" treasures. Here's Animal Man #9 (1989)…in Spanish. https://t.co/xDl6rELeXG"
KenJennings,"@AdamBroccoli when you have eliminated Bert Nipsy, whatever remains, however improbable, must be the truth"
KenJennings,"I came up with a new ""Genius Question"" for @FleetWitHQ and there's a $50 prize for the first solver! https://t.co/NuNMqA7YEV"
KenJennings,@davidcrosss where ass they now?!?
KenJennings,@AllieGoertz there's a new record and it's 100 emoji
KenJennings,What's your favorite orchestra that plays all across Siberia
KenJennings,@jimspellmanTV I said hi to Sarah at a kids' concert here in Seattle recently. she seemed... less charmed by my fandom than you were. :)
KenJennings,@jimspellmanTV I had the CD too Jim I didn't just pirate it.
KenJennings,@jackietgregory yup
KenJennings,This box can produce every single tape you think might be in this box. https://t.co/Pofc0HbhyZ
KenJennings,.@heyapm LOL https://t.co/hD3GR01inS
KenJennings,@manwithaspleen but you can fit a CD on each side
KenJennings,@donni CALL...ME...SNAKE
KenJennings,@EricDSnider International Cinema-ass music
KenJennings,"Cleaning out the garage, where apparently it is 1995. https://t.co/BrkmzpG5ll"
KenJennings,"@Fizzhogg LOL. If you don't want to be corrected, don't (a) correct strangers when you're (b) wrong and way out of your depth."
KenJennings,"@Fizzhogg  *sends random wrong ""correction"" to stranger, gets fact-checked* Oh I guess you're one of those guys who always has to be ""right"""
KenJennings,"@Fizzhogg Jordan has told an untrue version of the story at multiple public events, including his Hall of Fame induction."
KenJennings,"@Fizzhogg if you're going to spell foolproof ""full proof"" I'm not too worried about your corrections."
KenJennings,"@Fizzhogg 100% wrong, read the SI story."
KenJennings,More 1980s Debunker! Michael Jordan should REALLY stop saying he was cut from his high school team. https://t.co/q2NZqwWLwZ
KenJennings,"""Richard Marx"" and ""Rock and Roll Hall of Fame"" are trending.  Could...could it be...?"
KenJennings,Twitter. https://t.co/kDyXVyziFt
KenJennings,@kellyfishwalls @meagan_ohare I bet Alex will say yes
KenJennings,"On an ALL-NEW episode of The Crown: Queen Elizabeth briefly tries to do something, and is told she can't."
KenJennings,@BAKKOOONN put America back on the bullshit standard
KenJennings,@BAKKOOONN has he moved on from selling ounces of gold?
KenJennings,"Why is the bully from A Christmas Story wearing a coonskin cap in 1940, is he from the future"
KenJennings,"@johnroderick stay in 21E, keep em guessing"
KenJennings,MAPHEAD! A surprising number of children's letters to Santa wind up in...southern Indiana. https://t.co/TkigtEQSEj @cntraveler
KenJennings,Looks like I picked the wrong four years to quit sniffing glue.
KenJennings,ugh Spotted Eaglebros https://t.co/L1tQtKeOgp
KenJennings,Could God create a burn so sick that even He would be owned by it?
KenJennings,Sorry for the spoilers but using CG to revive this character in Rogue One was in poor taste https://t.co/FHMK9Y5Wu3
KenJennings,what kind of a sicko https://t.co/OXUCfO08uT
KenJennings,Zso zsad.
KenJennings,"Kennections! What do these 5 people have in common? (This time, the second one actually HAS been in your kitchen.)  https://t.co/nBH67X4ouc"
KenJennings,@tedleo just fav'd so hard my thumb cracked my phone screen
KenJennings,Forget it Jake.....it's Santacon
KenJennings,"@kent_ahrens well he's in Shoreline WA now, come kick his ass"
KenJennings,"THAT MEANS YOU, REVEREND ASHBY https://t.co/vgdrEdLF2R"
KenJennings,@Randazzoj silent nice
KenJennings,"@ClassicShowbiz ""ghoul Yule"""
KenJennings,"GUY IN STAR WARS: This is a consular ship…on a diplomatic mission… VADER: I saw Rogue One, we just had a 45-minute space battle, bitch"
KenJennings,As long as the coffee shop never takes this down.....it's like she's still with us https://t.co/6AJ3OEJ9UK
KenJennings,"Good news everyone, Mariah Carey says that all she wants for Christmas is me."
KenJennings,"It's got to the point where my kids ask, ""what are you dressed up for?"" if I am wearing any shirt w buttons. :("
KenJennings,"OBAMA WANDERING POST-APOCALYPTIC WASTELAND: On the one hand,"
KenJennings,@TLisowskiLatin congrats on making it on the show!!!
KenJennings,I knew this was funny to like 0.1% of people but the heart wants what it wants
KenJennings,Rogue One! (one! one!) UNCERTAIN DANNY WOOD BARITONE: We can have lots of fun
KenJennings,This is a (great) joke about the green uniforms
KenJennings,When do they CG in the actual Seahawks
KenJennings,"@parkertm Yes! I am for a moratorium, not just a brief reprieve on DV jokes. (This was not one, however.)"
KenJennings,"Gang, Twitter is still REFUSING to create an emoji for my theory that the O'Jays (all 5 original members) killed Nicole Brown &amp  Ron Goldman"
KenJennings,"@OhNoSheTwitnt I don't really ""get"" a lot of these memes, let me ask my kids when they get home from school"
KenJennings,"@FranklinDee75 yo there are 100+ old puzzles on the site and 2 new ones every week, go nuts!"
KenJennings,@atrubens it will all be moot when Trump changes 2020 to Year Four in the New Calendar
KenJennings,@atrubens 2020 is the promised land. no one will be able to resist switching.
KenJennings,@atrubens is literally nobody saying twenty-sixteen? I'm saying twenty-sixteen.
KenJennings,@KevinNelson84 that's a clown question bro
KenJennings,"Do you like Ovid, PDFs, Tolkien, and racial diversity in comic strips? Boy do I have the ""Kennections"" quiz for you! https://t.co/KOwOZ87XAX"
KenJennings,"@Fred_Delicious just turn the mouth upside-down, you know that's what they want"
KenJennings,THIS GUY GETS IT https://t.co/aMC88ZgwRx
KenJennings,"@TheEmilyBlake They Live glasses don't work anymore, everyone is bad :("
KenJennings,@TheEmilyBlake honestly I just like the novelty glasses
KenJennings,Me at the beginning of 2016 vs the end of 2016 https://t.co/hexk14KYxD
KenJennings,@TheThomason I think i was one of the 1st to steal this &amp  then feel bad when someone reminded me of the original
KenJennings,@TheThomason ah now that I'm in heaven let me just take a big drink of living water from God's fountains &amp  see what they put on my tombstone
KenJennings,(Full context if you haven't followed the story: https://t.co/wGpe5cxoOq)
KenJennings,This is an incredible achievement on every level. https://t.co/xd1HAGfmCL
KenJennings,"If Keith suddenly wants a Mormon president so bad, I can't believe I'm not on the shortlist. https://t.co/BNNSywp69a"
KenJennings,"Name is too long, anthem hard to sing. Food portions too large. https://t.co/wA5De6Pqzo"
KenJennings,"If America is still here in 2 years, at least we got off easier than the USFL."
KenJennings,@beck_the_wreck thank you my friend
KenJennings,"@johnroderick gang colors now have to be Pantone colors, thanks Obama"
KenJennings,"@jeremylimb @MKupperman It's an honor just to be nominated by the ""Subties"""
KenJennings,@jfruh he will never be younger...than in this ep
KenJennings,@TheThomason @Manglewood @johnfreiler no but mostly because I didn't think of it
KenJennings,"@TheThomason @Manglewood @johnfreiler I got these for a few weeks over a month ago, but then they went away. Someone explain this."
KenJennings,"More 1980s myths DEBUNKED! Today: the typo that made ""Patient Zero"" into patient zero. https://t.co/xGAtvwx8so"
KenJennings,"My daughter's school choir just sang a song wishing us a ""merry Christmas,"" ""happy Hanukkah,"" and ""hip-hoppy Kwaanza."" 👍👍"
KenJennings,@1followernodad I enjoy this series.
KenJennings,"I hear you like birds, here are 20 birds lol"
KenJennings,Greatest troll of all time: my true love giving me nothing but birds for four straight days of Christmas.
KenJennings,@BRANDONWARDELL are you actually going on the record as saying that 2016......has chill?
KenJennings,"@nickwiger in 1990, I was put into a juvenile home for 18 months for saying that Pop-Tarts should taste like soda"
KenJennings,"Yeah, believe me, I know. @biorhythmist https://t.co/hZY2bb8aFq"
KenJennings,This is a weird Match Game question. https://t.co/pdeJP0qemJ
KenJennings,"This is all going to end with Ivanka wearing a Queen of Diamonds costume, isn't it"
KenJennings,@brendohare more like...big disappointment
KenJennings,"@SaraJBenincasa that guy hangs out w Matt Damon, why is his headshot ""recently divorced associate professor sleeping on his office couch"""
KenJennings,@SaraJBenincasa only Lonergan for me
KenJennings,The classic optical illusion: Buffalo in the Snow or Nietzsche's Mustache. https://t.co/QLcpz1WNS9
KenJennings,"@matthewbaldwin 1989, Taboo hits shelves. Game changer. Suddenly the bloom is off the Scattergories rose, we're all running scared"
KenJennings,@matthewbaldwin start a tabletop gaming store called Some Game Theory
KenJennings,MAPHEAD! The 20-acre Italian forest that proudly salutes...Benito Mussolini?!? https://t.co/8OmHOxp8I4 @cntraveler
KenJennings,@beattheblock congrats!
KenJennings,"@LisaAbeyta anyone pedantic enough to say this knows it would be ""Trump and me"""
KenJennings,TRIVIA PEOPLE: tonight's @FleetWitHQ race has $1500 in prizes...plus a bonus if you can beat my score. https://t.co/GvoZcOm6SF
KenJennings,"I want to move to the UK, where their biggest constitutional crisis was a king who wanted to marry a divorced lady."
KenJennings,"Have you tried my ""Kennections"" trivia puzzles from @mental_floss? They're quick &amp  fun &amp  there's a new one today: https://t.co/NHtQoWNWDp"
KenJennings,Just found out Seattle has a soccer team?
KenJennings,"@johnroderick @CIA excited to join ""the Company"""
KenJennings,@johnroderick think of all the pigeons near midwinter park benches that died with no one to feed them
KenJennings,@markhoppus Mark this is f-ed up
KenJennings,@chrizmillr I hate these new German tabletop games
KenJennings,@SarahThyre the year is 2021. no part of the Earth's surface is left uncovered by a giant Boggle tray
KenJennings,@JElvisWeinstein lol we tweeted this at the exact same time
KenJennings,I feel like we are reaching the limits of how far science can push Boggle.
KenJennings,Wow people who settled for Big Boggle are probably feeling pretty stupid rn https://t.co/tIwiUPYfju
KenJennings,@solomongeorgio the cool thing is passersby can tell what the date is just by measuring your angle of rotation
KenJennings,"@paulandstorm @johnroderick I liked when Dave would call him ""Anton Zip"""
KenJennings,@johnroderick relatable
KenJennings,@solomongeorgio what month did you turn your head
KenJennings,@michaelianblack did the boyfriend write the bad part or like the drawings?
KenJennings,"@BrianPCox I don't want to speak for @PhinneyBooks but yes, I believe so"
KenJennings,The Russians ABSOLUTELY have a sex tape of Trump and I just hope this ends without us having to watch any of it.
KenJennings,@D_E_S_T_I_E_L_ @Dunlocke could you weirdos leave me out of this from now on since you apparently didn't even read to the end of the joke
KenJennings,@spokes_ hmm still showing as live for me (?)
KenJennings,"There's a $50 prize for the first one who can solve my new ""Genius Question"" at @FleetWitHQ. Fly, monkeys, fly! https://t.co/hKclfyGR12"
KenJennings,"@Hofftastic you have to read all the way to the end of the joke. I bet the coastal elites can do that, why not give it a shot"
KenJennings,"@SortaBad dude he does an incredibly intense workout in a tight, heavy rubber suit"
KenJennings,It's not cool that if you live in California your vote counts less than someone in Wyoming or North Dakota or the Kremlin.
KenJennings,"@Tweeting_Burd well I just sent it out to 233,000 people &amp  so far you're the only one concerned, that's a 99.9996% success rate"
KenJennings,"In time, one of these young clones will be ready to receive The Master's hairpiece. https://t.co/QlYRNlrqtq"
KenJennings,"Today is regular 9/11 (very bad day) for Giuliani but a ""Giuliani 9/11"" (amazing day!) for the rest of us. https://t.co/CXkW4Nt2CB"
KenJennings,"It should 100% be spelled ""workoholic,"" why are we just ignoring this."
KenJennings,"""Don't do it!"" I yell at the screen. ""It's clearly 9:00 at the earliest. AT THE EARLIEST!!"""
KenJennings,I can't watch movies where people drink coffee at night
KenJennings,@hurryband @TeenageFanclub https://t.co/wWvJXjYj1q
KenJennings,@yidboy it counts.....if you had fun
KenJennings,"@Lawyertrillby nice, nice"
KenJennings,"Kennections!  What do soccer, Sikh fashion, and Eminem cuisine have in common? You tell me. https://t.co/cpOVuLcU5r"
KenJennings,@AndyCole84 correct
KenJennings,"A ""cannibal corpse"" is a string of problematic Christmas lights you keep around solely to scavenge bulbs from."
KenJennings,"cool I don't know all that much about the format of Jeopardy, not really my game. https://t.co/mYrBZaKXPs"
KenJennings,@seantroversy @heidigroover NOT ALL CHARLES GRODIN FANS
KenJennings,Agree one hundred and ten percent. https://t.co/p2KaAaZLlg
KenJennings,"@JElvisWeinstein heeeee's making a list, checkin it twice, Ben Kingsley says the list is life"
KenJennings,@ByMikeBaker we are a divided America
KenJennings,"Technically, any movie that takes place in a universe where Christmas exists is a Christmas movie, that's why Jurassic Park is my favori"
KenJennings,"@VaguelyFunnyDan in space, no one can hear you suddenly turn British"
KenJennings,Trump is the only Time Person of the Year who was also Spy magazine's worst person of the year (1995).
KenJennings,"PSA: If you want signed copies of my books for your holiday gift list, @PhinneyBooks can hook you up. Order within the week tho!"
KenJennings,"@eedrk put on some pants, mein fuhrer"
KenJennings,"MILLENNIAL: Remember when Rumsfeld was the worst republican named Donald ME, GEN X: look bud I remember when Donald REGAN w"
KenJennings,"@pattymo wow I've spent my whole life in the ""lost a wheel"" bubble"
KenJennings,@davidschmader Allison Janney would still be with us today :(
KenJennings,@blue439 it's much better if u think she might be lying
KenJennings,"Lost several thousand followers for this, but sometimes you have to take a stand."
KenJennings,"Tired of tiptoeing around this: the theatrical cut of Kenneth Lonergan's MARGARET is better than the extended, block me if u disagree"
KenJennings,Can't believe we elected an '80s nostalgia candidate &amp  went with Gordon Gekko instead of Gordon Gano.
KenJennings,@tdiddy68 @woot lol
KenJennings,@TriciaLockwood WHY IS NO ONE TALKING ABOUT THIS
KenJennings,I'm debunking '80s myths all month for @Woot! Today: is Phil Collins a vigilante detective mastermind? https://t.co/YNGY3ECqdx
KenJennings,@JoeMande get the chocolate potato donuts!
KenJennings,@GPontificus yes.
KenJennings,lol if u don't think ALL pizza parlors have a secret sex room
KenJennings,"Impossible not to read this to the tune of ""The Kids Are All Right."" https://t.co/LZhAEW1h0n"
KenJennings,"I already hate the SNL ""Designated Survivor"" sketch about Ben Carson."
KenJennings,"MAPHEAD! Whoever counted the ""Hundred Thousand Islands"" of India should take another stab at it. https://t.co/KkyjuOecT5 @CNTraveler"
KenJennings,How come Blade Runner is set in 2019 but nobody mentions that the president is a reality tv star
KenJennings,@BillCorbett talk about victim blaming
KenJennings,@BenDenny NICE ONE EMILY
KenJennings,This is incredibly insulting to owners of small dogs.
KenJennings,My daughter just told me Clifford the Big Red Dog grew so big because his owners loved him so much. Is this really canon.
KenJennings,"How many time zones are there in China? And other surprising facts on today's new ""Kennections"" puzzle. https://t.co/jv7i63GwiB"
KenJennings,"@DHSayer @PeterSokolowski @butandsoandbut @BryanAGarner Compact OED is on the shelf below, I swear!!"
KenJennings,"@PeterSokolowski @butandsoandbut @BryanAGarner The M-W definitely has the most used/tattered cover on that shelf, if that's a compliment."
KenJennings,@BryanAGarner @butandsoandbut Love this book so much! Novelist Maria Semple turned me on to it.
KenJennings,@MKupperman why is that so weird to you
KenJennings,"@curlycomedy that's insulting, I have the attention span and nutritional habits of a 7-year-old"
KenJennings,"I am ""if I have a hand stamp on the weekend it's from a children's museum"" years old."
KenJennings,@Mobute It's all politics
KenJennings,"Just found out my daughter is both ""Electromagnet #2"" and ""Alessandro Volta Fan Club Member"" in the class play. That's range."
KenJennings,"Next week's @FleetWitHQ trivia race is a special ""$25 If You Beat Ken"" challenge. Practice on tomorrow's race!  https://t.co/kwk4AFYBx8"
KenJennings,"You can't take away Trump's phone, he has a drawer full of burners like on The Wire."
KenJennings,@geniusofluv1 thanks Al
KenJennings,I have been a @ZanaduComics shopper for...yikes...25 years. Seattle institution. https://t.co/0w55UnLnjZ
KenJennings,"The worst thing that happened in 2016 was my aunt explaining to me what ""cookie butter"" was."
KenJennings,@libbycwatson does he know about the $30k/year salary
KenJennings,@michaelianblack hmm Googling this now
KenJennings,At least David Bowie and Bing Crosby can do their duet in person this year.
KenJennings,@BRANDONWARDELL @chrissyteigen wow u hang out with Heidi &amp  Spencer once &amp  you think you're pretty hot shit
KenJennings,I remember when the most embarrassing thing about America was that we couldn't drive stick.
KenJennings,"@nickciarelli ""In other news, the sky is red."" --funniest guy on Mars"
KenJennings,"Me, 2013: OMG THERE'S A NEW SLEIGH BELLS RECORD!!! Me, 2016: (calmly) There is a new Sleigh Bells record. However, it won't save us."
KenJennings,@chrissyteigen Uncanny.
KenJennings,@grahamsleight @maxgladstone that's my finishing move
KenJennings,"The Go-Go's, Satan, and Cate Blanchett all make their ""Kennections"" debut in today's new puzzle! Can you solve it? https://t.co/BaoY5pFW3F"
KenJennings,"@paulandstorm so sad that the star, Scout Finch, died on her way home from the premiere :("
KenJennings,"Sentence I said today that I maybe should have ended one word sooner: ""So you guys don't have food allergies or anything weird?"""
KenJennings,"Trump was always saying he was the ""Brexit candidate"" so can we just dither for 1-2 yrs before we decide if we're really going to do this?"
KenJennings,@ByRosenberg win on a game show for 6 months and you can still JUST BARELY afford a house here!!
KenJennings,@TetZoo no but I'm sure it's fine
KenJennings,"@SpencerBronte Yes! Pterosaurs are in a separate, non-dinosaur chapter with giant marine reptiles."
KenJennings,@KarenKilgariff @andylevy GOOD SPORTSMANSHIP MUCH
KenJennings,"@DanaWessel it's just too big, the shirt is too big for any wall in my house"
KenJennings,This is a weird victory lap. https://t.co/I1abqdPGuE
KenJennings,"LOL, look at this guy in his big tan shirt.  Big tan shirt much? https://t.co/hrshlCAnIw"
KenJennings,"Wow, surprising announcement for new White House chef. https://t.co/9gRnpvMhxa"
KenJennings,"@ChurchofSatan so do you guys just search tweets for ""Satan"" a couple times a day or what"
KenJennings,"@ironic_tshirt @ahdkdsfs I think he actually meant ""map book"""
KenJennings,When you're a good Mormon but Satan says you can have apps AND a main course AND dessert https://t.co/nDlbgCzoX3
KenJennings,All my books are nap books if you're bored enough. https://t.co/wAKHFmZUc9
KenJennings,"@BreeVCrawford go to hell, Bree"
KenJennings,".@realDonaldTrump This doll is looking at me funny but hasn't burned a flag yet, what do I do https://t.co/O0eEBZi83C"
KenJennings,"@reedkavner @FleetWitHQ Well, three clicks + you also had to answer the question!"
KenJennings,There's a $50 prize for the first to solve my new Genius Question from @FleetWitHQ! https://t.co/r2eWkliNPr
KenJennings,"[musing Alec Guinness voice] now there's a name I've not heard in a long time...a long, long time... https://t.co/o9Sv3F0PCT"
KenJennings,"FAV. WRESTLERS, ALL-TIME 1 The Night Manager 2 The Constant Gardener 3 The Tailor of Panama 4 The Secret Pilgrim 5 The Honourable Schoolboy"
KenJennings,@socalblackngold https://t.co/0UlDij7CMk
KenJennings,@Nagler Oishinbo
KenJennings,Oh yeah! https://t.co/BkKkYgv0kW
KenJennings,MAPHEAD! Australia is moving six feet north next month. https://t.co/yhrd1dUikW
KenJennings,@totallynotsarah lol you're talking about it. owned.
KenJennings,"Sadly, the ad does not end with the terrible millennial left to die in the snow."
KenJennings,"Let's talk about the holiday Comcast ad where a teen sends pissy tweets about how her grandma's house is ""hell"" b/c they don't have cable."
KenJennings,I don't care if Internet news is fake as long as it validates all my decisions. https://t.co/hsMUXR2eKf
KenJennings,"PRESIDENTIAL TRIVIA: Lincoln had a secretary named ""Kennedy,"" while Trump rages like an insane toddler from a gold-plated Manhattan tower!"
KenJennings,@LouisPeitzman I'm just going to hit send on all my pre-written celebrity death tweets at once
KenJennings,"@DanMentos It definitely explains ""Help Me,"" ""I'm Trapped,"" In This Blind"" and ""Girl's Basement"""
KenJennings,@tnaps15 that's Trump on the cover &amp  nobody caught on
KenJennings,I now believe Lionel Richie was sending out a secret message in the titles of his singles. https://t.co/UnUxWARbD0
KenJennings,"Things do look dark now, but remember: it's not too late to put all your money in companies that make anti-anxiety drugs."
KenJennings,@pixelatedboat una cosa más
KenJennings,RIP Peter Falk https://t.co/xsd1qjjVvw
KenJennings,@nels_b that's why it's so good
KenJennings,The CIA's final plan to assassinate Castro was to cleverly arrange for him to get extremely old.
KenJennings,"@petersagal now is not the time to go ""more German"""
KenJennings,"What's your favorite kind of elector, mine is ""faithless"""
KenJennings,@Mobute lol beat me by 14 seconds :(
KenJennings,Pour out some Wesson for Florence Henderson
KenJennings,"""The mom is obviously some kind of theropod, how could HER DAUGHTER be a protoceratops?!?"" ""You promised we wouldn't do this this year."""
KenJennings,"Thanksgiving regret: no one at dinner wanted to talk about why the family members on TV's ""Dinosaurs"" were all different species of dinosaur"
KenJennings,"Finally, this is the year I can put on a Christmas album where a Nobel laureate sings ""Here Comes Santa Claus"" &amp  ""Silver Bells."""
KenJennings,@BichoInBrooklyn @mental_floss CORRECT you have control of the board
KenJennings,@MagnetCarta Ewoks stealin our jobs
KenJennings,"Give thanks for this new Kennections puzzle, which has Pokemon, Socrates, grasshoppers, Ewoks, and Mormons on it! https://t.co/t9mGOlwWLa"
KenJennings,"Hey haters, this president gets stuff done. https://t.co/xbs2zgJeW1"
KenJennings,"Here's my new ""Genius Puzzle"" for @FleetWitHQ. There's a $50 prize for the first solver! https://t.co/dTQgzCNeLN"
KenJennings,"@apbythebay ok smartypants, then how do you explain sexy Nazi Cate Blanchett in Indiana Jones and the Kingdom of the Crystal Skull"
KenJennings,I tweeted something last night &amp  someone replied that Carrot Top used to do the same joke. Thanksgiving is ruined.
KenJennings,@jakefogelnest :(
KenJennings,"It's not 100% right to call the alt-right ""neo-Nazis."" Give them credit for adding misogyny."
KenJennings,@davidpulsipher someone just told me Carrot Top used to do this joke &amp  now I'm in a bad mood
KenJennings,"""Then there's a bloke with a hat, then there's a kid, then there's a clown, then another bloke with a hat. Then there's another kid..."""
KenJennings,"I don't know any podcasts, on my phone I mostly just listen to Where's Waldo audiobooks."
KenJennings,"@Randazzoj not me, I just hate the elderly"
KenJennings,"@SoFloMcDonagh you're not ""annoyed,"" you just disagree politically. Don't be an asshole, just unfollow."
KenJennings,@semkachan lol
KenJennings,I kicked the crap out of Nigel Farage in an elevator but it was actually Scots actor John Hannah. I'm so sorry https://t.co/yG78H9eDIk
KenJennings,"@pixelatedboat stick to comedy, you used to be funny"
KenJennings,Why won't Mitch McConnell let Obama pardon the turkey this year. This is unprecedented.
KenJennings,@weffjebster SERIOUSLY
KenJennings,@McJesse AAAAH I wish I'd put this in the tweet
KenJennings,DEBUNKER! Everything you know about Custer's Last Stand is wrong!!! (It happened in Australia &amp  Custer was a robot.) https://t.co/gNZgHfJuc5
KenJennings,"@lilmssplendid ""all the evidence""? this guy is (a) random blogger who (b) presents no evidence."
KenJennings,"@pfbrown1 Deeply weird. ""Take a deep breath"" and look around."
